Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
r_r_tendon,-3.54867378138425E-05,6.32490609233649E-05,-0.150986741096076,0,0,0,0.0330202030222171,0.00020807827417541,1.36718291012234E-11,-4.87672526844241E-08,0.000207622360212094,4.82866594982301E-08,1.17120018264705E-06,0,0,0,0,0,0,package://biped_s5/meshes/r_r_tendon.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://biped_s5/meshes/r_r_tendon.STL,,r_r_tendon-2,r_r_tendon,r_r_tendon_axis,r_r_tendon,continuous,-0.0560267814521323,0,0.0149999920038325,0,0,0,r_r_bar,0,1,0,,,,,,,,,,,,
l_leg_roll,-0.00595036435709265,-3.28629052463725E-06,-0.00697330464761102,0,0,0,0.631264776457645,0.000587248452782021,1.59759848298827E-07,-7.95562013389686E-06,0.000800119118946513,3.01980441405055E-08,0.00125762541603633,0,0,0,0,0,0,package://biped_s5/meshes/l_leg_roll.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://biped_s5/meshes/l_leg_roll.STL,,l_leg_roll-1,l_leg_roll_yaw,l_leg_roll_axis,l_leg_roll,continuous,-0.00249999999964622,0.0869999999999562,-0.0660000000049241,0,0,0,torso,-1,0,0,,,,,,,,,,,,
l_leg_yaw,4.27593205153294E-08,0.00554685066070271,-0.0551005761217204,0,0,0,0.155090774578512,0.000170279588563908,-1.46675423849668E-08,-9.0363265298324E-09,0.000150089212542441,-8.15986612543375E-07,0.000146291915222944,0,0,0,0,0,0,package://biped_s5/meshes/l_leg_yaw.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://biped_s5/meshes/l_leg_yaw.STL,,l_leg_yaw-1,l_leg_roll_yaw,l_leg_yaw_axis,l_leg_yaw,continuous,0,0,0,0,0,0,l_leg_roll,0,0,1,,,,,,,,,,,,
l_leg_pitch,0.00726211337239095,0.00282381739377498,-0.103018447726788,0,0,0,1.23414086123212,0.0108201087366745,4.59381550830562E-05,0.00118564411554735,0.0125989548845705,-0.000279615249873584,0.00220305823742957,0,0,0,0,0,0,package://biped_s5/meshes/l_leg_pitch.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://biped_s5/meshes/l_leg_pitch.STL,,l_leg_pitch-1,l_leg_pitch,l_leg_pitch_axis,l_leg_pitch,continuous,0,0,-0.124999999999996,0,0,0,l_leg_yaw,0,-1,0,,,,,,,,,,,,
l_knee,0.00114151001790521,-0.000150416950535359,-0.172962307175542,0,0,0,0.49349372738983,0.00536845493412574,2.29964142273474E-07,-8.68469835277898E-05,0.00554738963907694,7.33853603861647E-06,0.00023552339514286,0,0,0,0,0,0,package://biped_s5/meshes/l_knee.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://biped_s5/meshes/l_knee.STL,,l_knee-1,l_knee,l_knee_axis,l_knee,continuous,0.0419999999999991,0,-0.371446748811991,0,0,0,l_leg_pitch,0,1,0,,,,,,,,,,,,
l_foot_pitch,2.20870565816045E-07,2.20870038855625E-07,3.99680288865056E-15,0,0,0,8.99190449289541E-06,8.65317607419046E-10,4.38657784850507E-19,-3.49395618885217E-14,8.65317607419047E-10,3.54041160030983E-14,1.52218316128677E-09,0,0,0,0,0,0,package://biped_s5/meshes/l_foot_pitch.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://biped_s5/meshes/l_foot_pitch.STL,,l_foot_pitch-1,l_foot_pitch_roll,r_foot_pitch_axis,l_foot_pitch,continuous,0,0,-0.446000000000003,0,0,0,l_knee,0,1,0,,,,,,,,,,,,
l_foot_roll,-0.00253564517573878,-8.27076149374772E-06,-0.0377214610795236,0,0,0,0.190869979631593,0.000124764774157541,2.03584836681097E-08,5.85765890399589E-06,0.000552202150208444,1.48966647988658E-08,0.000647202075206351,0,0,0,0,0,0,package://biped_s5/meshes/l_foot_roll.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://biped_s5/meshes/l_foot_roll.STL,,l_foot_roll-2,l_foot_pitch_roll,l_foot_roll_axis,l_foot_roll,continuous,0,0,0,0,0,0,l_foot_pitch,1,0,0,,,,,,,,,,,,
l_l_bar,-0.016687787283582,0.00762416259674127,0.00446874072339742,0,0,0,0.0240676621743733,3.76376925130472E-06,-1.60355873085232E-06,2.75422428121363E-06,1.63385621482581E-05,4.29191184080558E-07,1.33162944793119E-05,0,0,0,0,0,0,package://biped_s5/meshes/l_l_bar.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://biped_s5/meshes/l_l_bar.STL,,l_l_bar-1,l_l_bar,l_l_bar_axis,l_l_bar,continuous,0,0.0249999999999953,-0.155000000000003,0,0,0,l_knee,0,-1,0,,,,,,,,,,,,
l_l_tendon,-3.54885159435832E-05,-6.32475046117298E-05,-0.150986647430634,0,0,0,0.0330201471341159,0.00020807802516773,-1.37273804297484E-11,-4.87712605073332E-08,0.000207622111191351,-4.82828354402287E-08,1.17120009168066E-06,0,0,0,0,0,0,package://biped_s5/meshes/l_l_tendon.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://biped_s5/meshes/l_l_tendon.STL,,l_l_tendon-2,l_l_tendon,l_l_tendon_axis,l_l_tendon,continuous,-0.0560267814521226,0,0.0149999920038322,0,0,0,l_l_bar,0,-1,0,,,,,,,,,,,,
l_r_bar,-0.0166882601701992,-0.00762416103555331,0.00446699687351448,0,0,0,0.0240676525816747,3.7644064576205E-06,1.60349417651119E-06,2.75532750456472E-06,1.63385611092457E-05,-4.29429893697695E-07,1.33156559001003E-05,0,0,0,0,0,0,package://biped_s5/meshes/l_r_bar.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://biped_s5/meshes/l_r_bar.STL,,l_r_bar-1,l_r_bar,l_r_bar_axis,l_r_bar,continuous,0,-0.0250000000000045,-0.0900000000000027,0,0,0,l_knee,0,1,0,,,,,,,,,,,,
l_r_tendon,-3.38793958170706E-05,5.48286059662284E-05,-0.182365242902396,0,0,0,0.038128277397137,0.000364220218547287,1.26888748481225E-11,-6.99386280704202E-08,0.000363640124291398,5.87423692067242E-08,1.34783779607938E-06,0,0,0,0,0,0,package://biped_s5/meshes/l_r_tendon.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://biped_s5/meshes/l_r_tendon.STL,,l_r_tendon-3,l_r_tendon,l_r_tendon_axis,l_r_tendon,continuous,-0.0560267810612716,0,0.0149999934637309,0,0,0,l_r_bar,0,1,0,,,,,,,,,,,,
l_arm_pitch,0.0136012808496005,-0.0149453559665534,-8.2338897871681E-05,0,0,0,0.185690369945223,0.000277365647481363,-2.58831001087005E-05,-1.74232805000579E-07,0.000130823705442504,-1.72034480978211E-06,0.000201259286093012,0,0,0,0,0,0,package://biped_s5/meshes/l_arm_pitch.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://biped_s5/meshes/l_arm_pitch.STL,,l_arm_pitch-1,l_arm_pitch_roll,l_arm_pitch_axis,l_arm_pitch,continuous,-0.0174999999989668,0.255000000000017,0.3245,0,0,0,torso,0,-1,0,,,,,,,,,,,,
r_arm_pitch,0.0136034894545653,0.014933188199534,-7.20727045158132E-05,0,0,0,0.185716677904934,0.000277396380141823,2.58823115393454E-05,-1.73888307899431E-07,0.000130857243281892,1.7283768420139E-06,0.0002012571764896,0,0,0,0,0,0,package://biped_s5/meshes/r_arm_pitch.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://biped_s5/meshes/r_arm_pitch.STL,,r_arm_pitch-1,r_arm_pitch_roll,r_arm_pitch_axis,r_arm_pitch,continuous,-0.0175000000005151,-0.2547,0.3245,0,0,0,torso,0,1,0,,,,,,,,,,,,
